,sample_idx,src_text,reference_fr,base_pred,ft_pred,bleu_base,bleu_ft
592,592,Develop the Corporate Risk Profile and a Risk-Based Audit and Evaluation Plan using an evidence-based approach.,Dresser le profil de risque du Ministère et un plan de vérification et d'évaluation axé sur les risques à l'aide de données factuelles.,Élaborer le profil de risque de l'organisation et un plan de vérification et d'évaluation axé sur les risques en utilisant une approche fondée sur des données probantes.,Élaborer le profil de risque de l'organisation et un plan de vérification et d'évaluation fondé sur les risques en utilisant une approche fondée sur les données probantes.,46.59657276417692,35.125022525986125
593,593,There was also a win for Ireland in Rome while Scotland fell narrowly short of victory in Paris.,"Les Irlandais ont aussi gagné leur premier match à Rome, tandis que l'Ecosse manquait de peu une victoire à Paris.",Il y avait aussi une victoire pour l'Irlande à Rome tandis que l'Écosse était très loin de la victoire à Paris.,Il y avait aussi une victoire pour l'Irlande à Rome alors que l'Écosse était très loin de la victoire à Paris.,16.559113761114784,15.448759309616733
594,594,I don't.,- Ce n'est pas le cas.,Je ne sais pas.,Je ne sais pas.,8.51528917838043,8.51528917838043
595,595,Soy wax.,Cire de soja.,La cire de soja.,La cire de soja.,39.76353643835252,39.76353643835252
596,596,W o m e n,Disponible sur le Web à l'adresse suivante : http://www.leadership.gc.ca/ Le perfectionnement professionnel dans la fonction publique,o o o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n o m e n,W o m e n,0.0,0.0
597,597,Gravel; pebbles; shingle and flint of a kind used for concrete aggregates; for road metalling or for railway or other ballast,"Graviers, cailloux, silex et galets",Graviers; cailloux; bardeaux et silex des types utilisés pour agglomérés en béton; pour le meating des routes ou pour le ballast ferroviaire ou autre,Graviers; cailloux; bardeaux et silex des types utilisés pour agglomérés en béton; pour melangage de routes ou pour ballasts de voies ferrées ou autres,1.962672844874697,1.962672844874697
598,598,In due course the party arrived back with all its wounded.,"Enfin, le détachement arriva à l'arrière avec tous ses blessés.","En temps voulu, la partie est revenue avec tous ses blessés.","En temps voulu, le parti est revenu avec tous ses blessés.",30.26643726685862,33.260249505555045
599,599,"IN This requires not only treatment of tumors of the oral oral , but in Israel and revision diet and hygiene, inspection of all of the organism.","IN Cela nécessite non seulement traitement des tumeurs de l'oral oral, mais en Israël et révision régime alimentaire et hygiène, inspection de tous les de l'organisme.","IN Cela nécessite non seulement le traitement des tumeurs de la bouche orale, mais en Israël et la révision du régime alimentaire et l'hygiène, l'inspection de l'ensemble de l'organisme.","IN Cela nécessite non seulement le traitement des tumeurs de la bouche orale, mais en Israël et la révision du régime alimentaire et l'hygiène, inspection de l'ensemble de l'organisme.",37.600147071700405,40.15577220909402
600,600,problèmes comportementaux (1),méthodologie (2) épidémiologie (1),problèmes connexes (1),problems comportementaux (1),21.82269148961668,21.82269148961668
601,601,"(5) In chlorinated drinking water, chromium is usually present in the hexavalent state.","(5) Dans l'eau potable chlorée, le chrome est habituellement présent sous son état hexavalent.","(5) Dans l'eau potable chlorée, le chrome est habituellement présent à l'état hexavalent.","(5) Dans l'eau potable chlorée, le chrome est habituellement présent à l'état hexavalent.",73.8096320307605,73.8096320307605
602,602,"No, that would be too much, to kill the father and go on taking it out of the children!","Ah! non, ce serait trop fort, de tuer le pere et de continuer ensuite a exploiter les enfants!","Non, ce serait trop, pour tuer le père et continuer à l'enlever des enfants !","Non, ce serait trop, pour tuer le père et continuer à l'enlever des enfants !",15.610522890631412,15.610522890631412
603,603,"Mr. ALMAGLY (Sudan), expressing support for the draft resolution, said that he commended the Independent expert, who had written an objective and constructive report on her visit to the Sudan the previous year.","M. ALMAGLY (Soudan), exprimant son appui au projet de résolution, félicite l'Experte indépendante, qui a rédigé un rapport objectif et constructif sur sa visite au Soudan l'année précédente.","M. ALMAGLY (Soudan), exprimant son appui au projet de résolution, félicite l'experte indépendante, qui a rédigé un rapport objectif et constructif sur sa visite au Soudan l'année précédente.","M. ALMAGLY (Soudan), exprimant son appui au projet de résolution, félicite l'experte indépendante, qui a rédigé un rapport objectif et constructif sur sa visite au Soudan l'année précédente.",92.34732618882049,92.34732618882049
604,604,United Nations Relief and Works Agency (UNRWA): Programme budget for 2006-2007,Office de secours et de travaux des Nations Unies pour les réfugiés de Palestine dans le Proche-Orient (UNRWA) : budget-programme pour 2006-2007,Office de secours et de travaux des Nations Unies pour les réfugiés de Palestine dans le Proche-Orient (UNRWA) : budget-programme pour 2006-2007,Office de secours et de travaux des Nations Unies pour les réfugiés de Palestine dans le Proche-Orient (UNRWA) : budget-programme pour 2006-2007,100.00000000000004,100.00000000000004
605,605,"In the past few years, there has been steady progress in making the Canadian transportation system more accessible to persons with disabilities, but much remains to be accomplished.","Ces dernières années, des progrès constants ont été réalisés pour rendre le réseau de transport du Canada plus accessible aux personnes ayant une déficience, mais il reste beaucoup à faire.","Au cours des dernières années, des progrès constants ont été réalisés pour rendre le réseau de transport canadien plus accessible aux personnes ayant une déficience, mais il reste beaucoup à faire.","Au cours des dernières années, des progrès constants ont été réalisés pour rendre le réseau de transport canadien plus accessible aux personnes ayant une déficience, mais il reste encore beaucoup à faire.",82.83995163558053,75.49638711508062
606,606,Conclusions,Conclusions,Conclusions,Conclusions,0.0,0.0
607,607,- if your infant has suffered brain damage (encephalopathy) following a previous dose of a whole,- si votre nourrisson a souffert de “ lésions cérébrales ” (encéphalopathies) après une dose,- si votre enfant a subi des lésions cérébrales (encéphalopathie) à la suite d' une dose précédente de,- si votre enfant a subi des lésions cérébrales (encéphalopathie) à la suite d une précédente dose d un,11.728147369287814,10.108901518669622
608,608,You should not be asking questions... questions about me.,Vous ne devriez pas poser de question... des questions à mon sujet.,Tu ne devrais pas poser des questions... des questions sur moi.,Tu ne devrais pas poser des questions... des questions sur moi.,28.18720423903185,28.18720423903185
609,609,"In the devastated Old Pyli, which is found on a rise in the southeast of the village, in an exceptional natural environment there are three churches, Saint Antonios, the Seneschals and Virgin Mary (Ypapanti), that constituted the ""Abbey of Kastrianon"" founded by Saint Christodoulos. Of these three churches, Ypapanti is the most interesting as the remains of iconography dating back to the14th century have been preserved, a carved wooden chancel screen and ancient kiones that were obviously transported from the holy temple of Dimitra.","Dans le Vieux-Pyli dévasté que l'on trouve en altitude dans le sud-est du village, dans un environnement naturel exceptionnel il existe trois églises, Agios Antonios, Taxiarchis et la Vierge Marie (Ypapanti), qui constitue l’ ""Abbaye de Kastrianon"" qui a été fondée par Saint Christodoulos. De ces trois Eglises, Ypapanti présente le plus grand intérêt car sont sauvegardés des restes d’hagiographies du 14ème siècle, un jubé sculpté en bois et des kiones anciennes qui ont été transportées de toute évidence, du temple sacré de Dimitra qui se trouve à proximité.","Dans le vieux Pyli dévasté, qui se trouve sur une montée au sud-est du village, dans un environnement naturel exceptionnel, il y a trois églises, Saint Antonios, les Sénéchals et la Vierge Marie (Ypapanti), qui constituent l'Abbaye de Kastrianon fondée par Saint Christodoulos. Parmi ces trois églises, Ypapanti est le plus intéressant car les restes de l'iconographie datant du 14ème siècle ont été préservés, un écran de chancel sculpté en bois et des kiones antiques qui ont été évidemment transportés du temple saint de Dimitra.","Dans le vieux Pyli dévasté, qui se trouve sur une montée dans le sud-est du village, dans un environnement naturel exceptionnel il ya trois églises, Saint Antonios, les Sénéchals et la Vierge Marie (Ypapanti), qui a constitué l'""Abbaye de Kastrianon"" fondée par Saint Christodoulos. De ces trois églises, Ypapanti est le plus intéressant car les restes de l'iconographie datant du 14ème siècle ont été préservés, un écran de chancelier sculpté en bois et des kiones antiques qui ont été évidemment transportés du temple saint de Dimitra.",33.012382104247116,42.117352599070855
610,610,A systematic response is mounted for each outbreak of measles within the disaster-affected population and the host community population.,"Une intervention systématique est organisée lors de chaque flambée de rougeole, tant au sein de la population sinistrée que dans la communauté d’accueil.",Une intervention systématique est mise en place pour chaque éclosion de rougeole au sein de la population touchée par la catastrophe et de la population de la communauté d'accueil.,Une intervention systématique est mise en place pour chaque épidémie de rougeole au sein de la population touchée par la catastrophe et de la population de la communauté d'accueil.,23.93884406276236,23.93884406276236
611,611,"- What? Yeah, sorry. What were you gonna?",Tu allais dire...,Qu'est-ce que tu allais faire ?,Qu'est-ce que tu allais faire ?,8.116697886877475,8.116697886877475
